Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
2,"F Muntenescu","Android Architecture Patterns Part 3: Model-View-ViewModel.[online] Medium",2016,"","","","https://scholar.google.com/scholar?cites=15245510841581989825&as_sdt=2005&sciodt=2007&hl=en",55,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.29,2,1,7,"","","https://scholar.google.com/scholar?q=related:wW_cE1bvktMJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"V Dajbych","MVVM: Model-View-ViewModel. dajbych. net",2009,"","Online","","https://scholar.google.com/scholar?cites=11018213023624929908&as_sdt=2005&sciodt=2007&hl=en",56,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.14,2,1,14,"","","https://scholar.google.com/scholar?q=related:dCK_NF6O6JgJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"E Sørensen, MI Mihailesc","Model-View-ViewModel (MVVM) Design Pattern using Windows",2010,"… of Southern Denmark, Computer Engineering, Odense …","","","https://scholar.google.com/scholar?cites=6911227285483745595&as_sdt=2005&sciodt=2007&hl=en",57,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.15,1,2,13,"","","https://scholar.google.com/scholar?q=related:O_E-UZmc6V8J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"J Gossman","Model-View-ViewModel",2005,"","","","https://scholar.google.com/scholar?cites=3802462087595769853&as_sdt=2005&sciodt=2007&hl=en",58,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.11,2,1,18,"","","https://scholar.google.com/scholar?q=related:_T8JUx8PxTQJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"R Mishra","MVVM (Model-View-ViewModel) Architecture Pattern in Android",2021,"Preuzeto","","","https://scholar.google.com/scholar?cites=3001283484965668202&as_sdt=2005&sciodt=2007&hl=en",59,"2023-02-26 08:01:38","CITATION","","","",,,,,2,1.00,2,1,2,"","","https://scholar.google.com/scholar?q=related:agWgl22zpikJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"L Jeremy","Model-View-ViewModel (MVVM) Explained",2014,"Recuperado a","","","https://scholar.google.com/scholar?cites=1595004037976020494&as_sdt=2005&sciodt=2007&hl=en",60,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.22,2,1,9,"","","https://scholar.google.com/scholar?q=related:DtbfyriXIhYJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"R Rismayani, M Patasik, NS Layuk…","Aplikasi Tracking Rekreasi dan Aktivitas Menggunakan Model View ViewModel di Provinsi Sulawesi Selatan",2022,"… Research and Its …","csrid.potensi-utama.ac.id","http://csrid.potensi-utama.ac.id/ojs/index.php/CSRID/article/view/636","",61,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,4,1,"… konsep model View ViewModel (MVVM) dalam merancang … Selatan dan mengimplementasikan view viewmodel (MVVM) … android, Model View ViewModel (MVVM) merupakan salah …","http://csrid.potensi-utama.ac.id/ojs/index.php/CSRID/article/download/636/353","https://scholar.google.com/scholar?q=related:i0ZtUyTv2X8J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"R McCarter","DESIGN PATTERNS: Problems and Solutions with Model-View-ViewModel",2010,"MSDN magazine","","","https://scholar.google.com/scholar?cites=6598433642678007732&as_sdt=2005&sciodt=2007&hl=en",62,"2023-02-26 08:01:38","CITATION","","","",,,,,1,0.08,1,1,13,"","","https://scholar.google.com/scholar?q=related:tDfPIXBYklsJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"UI Separate","app logic using the Model-View-ViewModel pattern [online]. c2015 [cit. 2014-10-05]",,"Dostupný na: https://msdn. microsoft. com/en-us/library …","","","https://scholar.google.com/scholar?cites=13423895889294650421&as_sdt=2005&sciodt=2007&hl=en",63,"2023-02-26 08:01:38","CITATION","","","",,,,,1,0.00,1,1,,"","","https://scholar.google.com/scholar?q=related:New7PzBCS7oJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"S KHORSHIDNIA","MVVM (Model-View-ViewModel) Pattern For Windows Form Applications, using C#",,"Codeproject. com","","","https://scholar.google.com/scholar?cites=5170973737550859402&as_sdt=2005&sciodt=2007&hl=en",64,"2023-02-26 08:01:38","CITATION","","","",,,,,1,0.00,1,1,,"","","https://scholar.google.com/scholar?q=related:isyXoTf9wkcJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"B Kratochvil","The Model-View-Presenter-ViewModel Design Pattern for WPF",2011,"MSDN Magazine-Louisville","","","https://scholar.google.com/scholar?cites=2427743667554442384&as_sdt=2005&sciodt=2007&hl=en",65,"2023-02-26 08:01:38","CITATION","","","",,,,,1,0.08,1,1,12,"","","https://scholar.google.com/scholar?q=related:kFxJvgAUsSEJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"J JIRAVA","Používáme Model-View-ViewModel–úvod",,"Xaml. cz","","","https://scholar.google.com/scholar?cites=18079786958915139774&as_sdt=2005&sciodt=2007&hl=en",66,"2023-02-26 08:01:38","CITATION","","","",,,,,1,0.00,1,1,,"","","https://scholar.google.com/scholar?q=related:vnjgxHJO6PoJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"MS Arif, A Musthafa, D Muriyatmoko","Implementasi Pola Arsitektur Model-View-ViewModel (MVVM) pada Sistem Informasi Akademik Universitas Darussalam Gontor Berbasis Mobile",2019,"","researchgate.net","https://www.researchgate.net/profile/Muhammad-Syakir-Arif/publication/339616775_Implementasi_Pola_Arsitektur_Model-View-ViewModel_MVVM_pada_Sistem_Informasi_Akademik_Universitas_Darussalam_Gontor_Berbasis_Mobile/links/5e5c9f5b92851cefa1d4b43a/Implementasi-Pola-Arsitektur-Model-View-ViewModel-MVVM-pada-Sistem-Informasi-Akademik-Universitas-Darussalam-Gontor-Berbasis-Mobile.pdf","https://scholar.google.com/scholar?cites=14903410193609215946&as_sdt=2005&sciodt=2007&hl=en",67,"2023-02-26 08:01:38","PDF","","","",,,,,1,0.25,0,3,4,"Arsitektur perangkat lunak sangat cocok untuk mengatasi kompleksitas dan perubahan perangkat lunak yang kian meningkat. Model-View-ViewModel (MVVM) adalah salah satu dari …","https://www.researchgate.net/profile/Muhammad-Syakir-Arif/publication/339616775_Implementasi_Pola_Arsitektur_Model-View-ViewModel_MVVM_pada_Sistem_Informasi_Akademik_Universitas_Darussalam_Gontor_Berbasis_Mobile/links/5e5c9f5b92851cefa1d4b43a/Implementasi-Pola-Arsitektur-Model-View-ViewModel-MVVM-pada-Sistem-Informasi-Akademik-Universitas-Darussalam-Gontor-Berbasis-Mobile.pdf","https://scholar.google.com/scholar?q=related:yk8DBJyM084J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"AS Wiyana, MIA Putera, SR Natasia","Sistem Presensi Online Menggunakan Arsitektur Pengembangan Perangkat Lunak Model-View-Viewmodel",2021,"Teknika","ejournal.ikado.ac.id","https://ejournal.ikado.ac.id/index.php/teknika/article/view/398","",68,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,3,2,"… viewmodel, bagian ini memiliki fungsi untuk memperhatikan ketersediaan data dari model. Pertama implementasi dari viewmodel … perlu akses dari kelas viewmodel. Akses pertama …","https://ejournal.ikado.ac.id/index.php/teknika/article/download/398/172","https://scholar.google.com/scholar?q=related:9S7g01WxRG4J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
1,"ОА Назаркин","Разработка графического пользовательского интерфейса в соответствии с паттерном Model-View-Viewmodel на платформе Windows Presentation …",2014,"","elibrary.ru","https://elibrary.ru/item.asp?id=28060263","https://scholar.google.com/scholar?cites=8514374628999654999&as_sdt=2005&sciodt=2007&hl=en",69,"2023-02-26 08:01:38","","","","",,,,,1,0.11,1,1,9,"Пособие предназначено для студентов направлений «Информатика и вычислительная техника»,«Программная инженерия»,«Математическое обеспечение и …","","https://scholar.google.com/scholar?q=related:V24fLp0iKXYJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"HF Yuspriana","ANALISIS PERFORMA ARSITEKTUR MODEL-VIEW-VIEWMODEL DALAM APLIKASI CHATBOT BERBASIS ANDROID",2023,"","repository.upi.edu","http://repository.upi.edu/id/eprint/87497","",70,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,1,1,"Perkembangan teknologi internet yang pesat disertai tingginya penggunaan perangkat seluler telah menjadi peran besar dalam memajukan Teknologi Informasi dan Komunikasi di …","http://repository.upi.edu/87497/13/S_RPL_1905092_Title.pdf",""
0,"A ICHSAN, S Samsuryadi, O Arsalan","IMPLEMENTASI ARSITEKTUR MODEL VIEW VIEWMODEL (MVVM) DALAM PEMBANGUNAN APLIKASI ANDROID SISTEM ELEKTRONIK PENGAJUAN ORDER …",2021,"","repository.unsri.ac.id","https://repository.unsri.ac.id/54434/","",71,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,3,2,"… there is also a Model View ViewModel (MVVM) architecture to develop … , and ViewModel (MVVM), where each layer has its own use. The author implements the Model View ViewModel (…","",""
1,"E Arribe, R Asrianto","APLIKASI E-MARKETPLACE MENGGUNAKAN ARSITEKTUR MVVM (MODEL-VIEW-VIEWMODEL) BERBASIS ANDROID",2021,"JURNAL FASILKOM","ejurnal.umri.ac.id","https://ejurnal.umri.ac.id/index.php/JIK/article/view/2762","https://scholar.google.com/scholar?cites=6007095692225711947&as_sdt=2005&sciodt=2007&hl=en",72,"2023-02-26 08:01:38","","","","",,,,,1,0.50,1,2,2,"Dunia digemparkan dengan kemunculan sebuah virus di akhir tahun 2019 dan virus ini dinamakan covid 19. Selain berdampak kepada kesehatan dan masalah penanggulangannya, …","https://ejurnal.umri.ac.id/index.php/JIK/article/download/2762/1561","https://scholar.google.com/scholar?q=related:S4_kgrR9XVMJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"FR SUARIAL","Arsitektur Model View ViewModel (MVVM) Dalam Rancang Bangun Sistem Pendeteksi Gula dan Kalori Dalam Makanan Berbasis Android Pada Bangkit 2021",2022,"","repository.unsoed.ac.id","http://repository.unsoed.ac.id/id/eprint/18331","",73,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,1,1,"Pada penelitian ini dijelaskan bagaimana membangun suatu sistem pendeteksi gula dan kalori berbasis android yang dapat melakukan pendeteksian terhadap suatu makanan untuk …","","https://scholar.google.com/scholar?q=related:rPsUzDFoYKsJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"MAZ Mursalin","Perancangan Aplikasi Karyawan Pada Cv Anugrah Prima (Radya Labs) Berbasis Android Dengan Mengimplementasikan Arsitektur Mvvm (Model View Viewmodel)",2020,"","elibrary.unikom.ac.id","https://elibrary.unikom.ac.id/id/eprint/4228/","",74,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,1,3,"Karyawan yang bekerja pada CV Anugrah Prima perlu mengakses beberapa form berbeda guna melakukan aktivitas sehari – harinya, seperti absensi, event dan reimburse. Hal ini …","https://elibrary.unikom.ac.id/id/eprint/4228/8/UNIKOM_Fachrizal_BAB_II.pdf","https://scholar.google.com/scholar?q=related:ilBt6zmNkdIJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"M Wójtowicz","Wykorzystanie wzorca projektowego Model-View-ViewModel do implementacji aplikacji bazodanowej na przykładzie systemu obsługi kina",2014,"","dspace.wsb-nlu.edu.pl","http://dspace.wsb-nlu.edu.pl/handle/11199/7581","",75,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,1,9,"Tematem pracy jest zaprezentowanie wzorca projektowego Model-View-ViewModel. W celach prezentacyjnych wybrano aplikację obsługującą kino. Do implementacji wykorzystano …","","https://scholar.google.com/scholar?q=related:UJcMBHRRSX4J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"P Szyszka","Implementacja wzorca architektury Model-View-ViewModel na przykładzie biznesowej aplikacji bazodanowej",2014,"","dspace.wsb-nlu.edu.pl","http://dspace.wsb-nlu.edu.pl/handle/11199/7810","",76,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,1,9,"Tematem niniejszej pracy jest zaprezentowanie wzorca architektury Model-View-ViewModel oraz towarzyszącym jemu technologii oraz platform, sam model MVVM został oparty na …","","https://scholar.google.com/scholar?q=related:cBV9YmX598cJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"MS Arif, A Musthafa, D Muriyatmoko","Implementation of Model-View-ViewModel (MVVM) Architecture Pattern in the Sistem Informasi Akademik UNIDA Gontor Mobile Application",2019,"","repo.unida.gontor.ac.id","http://repo.unida.gontor.ac.id/181/","",77,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,3,4,"Software architecture primarily tuned for moderating the rising software complexities and changes. Model-View-ViewModel (MVVM) is a software architectural pattern that facilitates a …","http://repo.unida.gontor.ac.id/181/3/Turnitin%20MVVM.pdf","https://scholar.google.com/scholar?q=related:JTZvyKMH6cIJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"D Hedman","Kan applikationer med kartkomponenter konstrueras enligt designmönstret Model-View-Viewmodel?: En fallstudie i vilka problem som uppstår vid implementering av …",2014,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:732028","",78,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,1,9,"Inom objektorienterad programmering används ofta allmänt etablerade angreppssätt för att lösa problem. Ett sådant angreppssätt är designmönstret Model-View-Viewmodel (MVVM), …","","https://scholar.google.com/scholar?q=related:sNTyavKFez0J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"江雪, 曹子钰, 李洋, 钟逸","ExtJS 中 ViewModel 的数据继承",2017,"中国新通信","cnki.com.cn","https://www.cnki.com.cn/Article/CJFDTotal-TXWL201717069.htm","",79,"2023-02-26 08:01:38","","","","",,,,,0,0.00,0,4,6,"Ext JS 中使用MVVM 设计模式时, View Model 可以通过View 的层级关系, 继承上级View Model 的数据. 本文说明此种继承的特性以及如何使用这些特性实现不同需求的数据绑定","","https://scholar.google.com/scholar?q=related:ndedrcvssQgJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
4,"J Smith","WPF-Anwendungen mit dem Model-View-ViewModel-Entwurfsmuster",2009,"MDSN Magazin","","","https://scholar.google.com/scholar?cites=11989575795198434670&as_sdt=2005&sciodt=2007&hl=en",80,"2023-02-26 08:01:38","CITATION","","","",,,,,4,0.29,4,1,14,"","","https://scholar.google.com/scholar?q=related:bp1siKmHY6YJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"F Muntenescu","Android Architecture Patterns Part 3: Model-View-ViewModel [Электронный ресурс]",,"… -architecture-patternspart-3-model-view-viewmodel …","","","https://scholar.google.com/scholar?cites=2284507186222184994&as_sdt=2005&sciodt=2007&hl=en",81,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:IrqZmS4ztB8J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"J Gossman","Introduction to Model/View/ViewModel pattern for building WPF apps [Электронный ресурс]",2005,"MSDN Blogs.[сайт].[2005]. URL: http://blogs. msdn …","","","https://scholar.google.com/scholar?cites=12831689157135415616&as_sdt=2005&sciodt=2007&hl=en",82,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.11,2,1,18,"","","https://scholar.google.com/scholar?q=related:QLlJn01RE7IJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
2,"J Smith","„WPF-Anwendungen mit dem Model-View-ViewModel-Entwurfsmuster,“2 2009",,"","","","https://scholar.google.com/scholar?cites=6303309003684939646&as_sdt=2005&sciodt=2007&hl=en",83,"2023-02-26 08:01:38","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:focpeiTaeVcJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
0,"JS pada awal Tahun","USULAN PENELITIAN IMPLEMENTASI POLA DESAIN MODEL-VIEW-VIEWMODEL",,"","","","",84,"2023-02-26 08:01:38","CITATION","","","",,,,,0,0.00,0,1,,"","","https://scholar.google.com/scholar?q=related:L6Rr8NGlTK0J:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
