Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"R Rajugan, E Chang, TS Dillon, L Feng","Alternate Representations for Visual Constraint Specification in the Layered View Model.",2005,"iiWAS","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=a3c048edb1e181ee124d63a0eea3457dede7781f","https://scholar.google.com/scholar?cites=11850728005261246076&as_sdt=2005&sciodt=2007&hl=en",92,"2023-02-26 08:06:35","PDF","","","",,,,,3,0.17,1,4,18,"… In this paper, we present a visual constraint specification model for an XML layered view model. First we briefly outline the view model and then provide a detailed discussion on …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=a3c048edb1e181ee124d63a0eea3457dede7781f","https://scholar.google.com/scholar?q=related:fL5eO1U-dqQJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
4,"K Fukuzawa, T Kobayashi","Specifying and evaluating software architectures based on 4+ 1 View Model",2002,"… Information Systems in the Internet Context …","Springer","https://link.springer.com/chapter/10.1007/978-0-387-35614-3_3","https://scholar.google.com/scholar?cites=6177056676839291231&as_sdt=2005&sciodt=2007&hl=en",93,"2023-02-26 08:06:35","","10.1007/978-0-387-35614-3_3","","",,,,,4,0.19,2,2,21,"… for describing architectures based on 4 + I View Model in Rational Unified Process, and a … describe a RMI architecture based on 4+ 1 view model by using our description technique and …","https://www.researchgate.net/profile/Takashi-Kobayashi-16/publication/221584109_Specifying_and_Evaluating_Software_Architectures_Based_on_41_View_Model/links/5cd3a834a6fdccc9dd96c142/Specifying-and-Evaluating-Software-Architectures-Based-on-4-1-View-Model.pdf","https://scholar.google.com/scholar?q=related:X_l19FFQuVUJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
3,"T Yamakami","A two-layer view model of service engineering: Implications based on service engineering in mobile social games in Japan",2012,"… Conference on Information Science and Digital …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6269336/","https://scholar.google.com/scholar?cites=13082513193536786603&as_sdt=2005&sciodt=2007&hl=en",94,"2023-02-26 08:06:35","","","","",,,,,3,0.27,3,1,11,"… Two-layer View Model of Service Engineering The author proposes a new view model to cope with the ongoing changes. A two-layer view model of service engineering is depicted in …","","https://scholar.google.com/scholar?q=related:qxAfdm9sjrUJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
3,"DR Dyce","A sensor view model to investigate the influence of tree crowns on effective urban thermal anisotropy",2014,"","search.proquest.com","https://search.proquest.com/openview/7ada232550912de6ec312575046edb85/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=1859471664413365573&as_sdt=2005&sciodt=2007&hl=en",95,"2023-02-26 08:06:35","BOOK","","","",,,,,3,0.33,3,1,9,"A sensor view model is modified to include trees using a gap probability approach to estimate foliage view factors and an energy budget model for leaf surface temperatures (SUM VEG)…","https://ir.lib.uwo.ca/cgi/viewcontent.cgi?article=3646&context=etd","https://scholar.google.com/scholar?q=related:RVVDe6ArzhkJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
2,"Z Potter, K Hawthorne, V Tsou","Serialize view model for debugging and application support",2019,"US Patent 10,394,690","Google Patents","https://patents.google.com/patent/US10394690B1/en","https://scholar.google.com/scholar?cites=5018389764898881185&as_sdt=2005&sciodt=2007&hl=en",96,"2023-02-26 08:06:35","","","","",,,,,2,0.50,1,3,4,"… a view model associated with the application, the view model … interface associated with the view model. The techniques can … view model, serializing the process image of the view model …","https://patentimages.storage.googleapis.com/0e/e2/fb/b877aedd63eb0c/US10394690.pdf","https://scholar.google.com/scholar?q=related:of5AEefmpEUJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
3,"B Aydemir, J Tanzini","An ATM network-view model for integrated layer-network management",1996,"Proceedings of NOMS'96-IEEE Network …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/539528/","https://scholar.google.com/scholar?cites=713497712765997321&as_sdt=2005&sciodt=2007&hl=en",97,"2023-02-26 08:06:35","","","","",,,,,3,0.11,2,2,27,"In this paper, a managed object (MO) model is proposed for the management of ATM layer networks and integration with its server (SONET) and client (service access) layer networks. …","","https://scholar.google.com/scholar?q=related:CZF4tWPa5gkJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
0,"Σ Γιαννουλάκης","Bookstores with view: model proposal",,"eureka.teithe.gr","","http://eureka.teithe.gr/jspui/handle/123456789/2968","",98,"2023-02-26 08:06:35","","","","",,,,,0,0.00,0,1,,"That degree paper has as a goal to record, to distinguish and to show the ""bookstores with view"", that is bookstores that are specialized in a specific kind of books like medicine books, …","",""
1,"BM Yuan, G Huang, S Zheng, T Yu, JW Zhao","A screw view model of navigation guided minimal invasive percutaneous pelvic screws insertion for lateral compression pelvic ring injuries: A case report",2020,"Medicine","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7535558/","https://scholar.google.com/scholar?cites=16325859622567937868&as_sdt=2005&sciodt=2007&hl=en",99,"2023-02-26 08:06:35","HTML","","","",,,,,1,0.33,0,5,3,"… Consequently, the purpose of the present study is to evaluate the accuracy, effectiveness, and safety of screw view model of navigation (SVMN) guided PPSs insertion for the treatment …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7535558/","https://scholar.google.com/scholar?q=related:TAcOINQakeIJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
3,"A Lajmi, M Ziane, T Ziadi, S Cauvin","A multi-view model-driven approach for packaging software components",2010,"… of the 2010 ACM Symposium on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1774088.1774565","https://scholar.google.com/scholar?cites=2238857059484656252&as_sdt=2005&sciodt=2007&hl=en",100,"2023-02-26 08:06:35","","10.1145/1774088.1774565","","",,,,,3,0.23,1,4,13,"Tool support in chemical process modeling evolved towards using more complex and more integrated systems, often made by combining smaller sub-systems, coming from different …","https://dl.acm.org/doi/pdf/10.1145/1774088.1774565","https://scholar.google.com/scholar?q=related:fGJ1NaIEEh8J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
7,"D Fatihudin, F Muhammad Anang","Product Packaging Analysis Using View Model on Consumer Purchasing Decision of Fruit Flavored Drinks Product in Surabaya",2019,"SINERGI","repository.um-surabaya.ac.id","http://repository.um-surabaya.ac.id/3371/","https://scholar.google.com/scholar?cites=14133234790136431435&as_sdt=2005&sciodt=2007&hl=en",101,"2023-02-26 08:06:35","","","","",,,,,7,1.75,4,2,4,"… Hypothesis test results both partial and simultaneous shows the analysis results that VIEW model consisting of variables … Keywords: Product packaging VIEW Model, purchase decision …","http://repository.um-surabaya.ac.id/3371/7/11-.pdf","https://scholar.google.com/scholar?q=related:S0NGGSlWI8QJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
2,"R Dou, J Ding, Y Zhou","The data-view model of IEC 61850 server",2006,"2006 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4115931/","https://scholar.google.com/scholar?cites=16710989987762248195&as_sdt=2005&sciodt=2007&hl=en",102,"2023-02-26 08:06:35","","","","",,,,,2,0.12,1,3,17,"IEC 61850 presents a set of models for substation automation system which is independent from any implementation. Besides models and services, a clear framework is the focus of the …","","https://scholar.google.com/scholar?q=related:A5qt8dpc6ecJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
3,"T Yu, BM Yuan, XW Zhang, DS Wang, YK Jiang…","Technology of percutaneous cannulated screw implantation using screw view model of navigation in Garden type I of femoral neck fracture: a case report",2019,"Medicine","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6571405/","https://scholar.google.com/scholar?cites=539189126523588557&as_sdt=2005&sciodt=2007&hl=en",103,"2023-02-26 08:06:35","HTML","","","",,,,,3,0.75,1,6,4,"… To reduce the incidence of clinical complications, we applied a screw view model of navigation (SVMN) technology in the operation of non-displaced FNF. In this screw view model, the …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6571405/","https://scholar.google.com/scholar?q=related:zQ8xYaeVewcJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
3,"F Enoksson","Flexible Authoring of Metadata for Learning: Assembling forms from a declarative data and view model",2011,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:412088","https://scholar.google.com/scholar?cites=2520137049957682808&as_sdt=2005&sciodt=2007&hl=en",104,"2023-02-26 08:06:35","HTML","","","",,,,,3,0.25,3,1,12,"With the vast amount of information in various formats that is produced today it becomes necessary for consumers of this information to be able to udge if it is relevant for them. One way …","https://www.diva-portal.org/smash/record.jsf?pid=diva2:412088","https://scholar.google.com/scholar?q=related:eE4HcEtT-SIJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
2,"T Yamakami","A layered view model of social experience design: beyond single-user user experience",2014,"Advances in Computer Science and its Applications …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-41674-3_6","https://scholar.google.com/scholar?cites=15786569169104771859&as_sdt=2005&sciodt=2007&hl=en",105,"2023-02-26 08:06:35","","10.1007/978-3-642-41674-3_6","","",,,,,2,0.22,2,1,9,"… a three-dimensional view model that facilitates systematic approaches toward better social experience design. Finally, the author provides a layered view model of social experience …","","https://scholar.google.com/scholar?q=related:E5ufugQpFdsJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
2,"T Yamakami","A three-dimensional view model of international standardization using techno-sociological analysis",2011,"The 4th International Conference on Interaction …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6014523/","https://scholar.google.com/scholar?cites=2630280411656804348&as_sdt=2005&sciodt=2007&hl=en",106,"2023-02-26 08:06:35","","","","",,,,,2,0.17,2,1,12,"Standardization has been recognized as an important step for technology adoption in recent years. As it increases its position in the process of technology adoption, it has become clear …","","https://scholar.google.com/scholar?q=related:_Nd4PBmigCQJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
0,"R Wu, H Huang","Multi-Scale Multi-View Model Based on Ensemble Attention for Benign-Malignant Lung Nodule Classification on Chest CT",2022,"2022 15th International Congress on Image …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9979905/","",107,"2023-02-26 08:06:35","","","","",,,,,0,0.00,0,2,1,"… In this paper, a multi-scale multi-view model based on ensemble attention (MSMV-EA) is proposed to discriminate the benign and malignant nodules on chest computed tomography (CT…","","https://scholar.google.com/scholar?q=related:acKsEzO_Y2gJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
2,"N Moghadam, H Paik","BPIM: a multi-view model for business process instances",2015,"… of the 11th …","crpit.scem.westernsydney.edu.au","https://crpit.scem.westernsydney.edu.au/confpapers/CRPITV165Moghadam.pdf","https://scholar.google.com/scholar?cites=9282791239209120327&as_sdt=2005&sciodt=2007&hl=en",108,"2023-02-26 08:06:35","PDF","","","",,,,,2,0.25,1,2,8,"Business process management has grown into a mature discipline supported by a large number of commercial and open source products, collectively referred to as Business Process …","https://crpit.scem.westernsydney.edu.au/confpapers/CRPITV165Moghadam.pdf","https://scholar.google.com/scholar?q=related:R_IqIXMZ04AJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
4,"M Poikolainen","Towards the cultural meaning of Volunteering: Application of a world view model in understanding volunteering in world shops",1997,"","jyx.jyu.fi","https://jyx.jyu.fi/bitstream/handle/123456789/8049/1/680.pdf","https://scholar.google.com/scholar?cites=4722564978920774117&as_sdt=2005&sciodt=2007&hl=en",109,"2023-02-26 08:06:35","","","","",,,,,4,0.15,4,1,26,"Untitled Page 1 Page 2 Page 3 Page 4 Page 5 Page 6 Page 7 Page 8 Page 9 Page 10 Page 11 Page 12 Page 13 Page 14 Page 15 Page 16 Page 17 Page 18 Page 19 Page 20 Page 21 Page …","","https://scholar.google.com/scholar?q=related:5dlFvdPriUEJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
2,"U Mansoor, M Kessentini, P Langer, T Mayerhofer…","Multi-view model refactoring using a multi-objective evolutionary algorithm",,"Softw. Qual. J","egr.msu.edu","http://www.egr.msu.edu/~kdeb/papers/c2015017.pdf","https://scholar.google.com/scholar?cites=17389318411887846831&as_sdt=2005&sciodt=2007&hl=en",110,"2023-02-26 08:06:35","PDF","","","",,,,,2,0.00,0,5,,"… To the best of our knowledge, our approach is the first one that considers multi-view model refactoring as an optimization problem for finding an optimal refactoring solution considering …","http://www.egr.msu.edu/~kdeb/papers/c2015017.pdf","https://scholar.google.com/scholar?q=related:ryW8ivZEU_EJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
2,"K Hiramatsu, T Kawachi, E Ichion…","A modified side-view model for hydro-thermal analysis in man-made reservoirs",1999,"TRANSACTIONS …","scholar.archive.org","https://scholar.archive.org/work/xah3hvxsqnci7cd2sejivlplv4/access/wayback/https://www.jstage.jst.go.jp/article/jsidre1965/1999/199/1999_199_1/_pdf","https://scholar.google.com/scholar?cites=10553249366370288037&as_sdt=2005&sciodt=2007&hl=en",111,"2023-02-26 08:06:35","PDF","","","",,,,,2,0.08,1,4,24,"… In the present study, the laterally averaged two dimensional side-view model for hydro-thermal analysis is developed with newly introduced parameterization of vertical eddy diffusivity, …","https://scholar.archive.org/work/xah3hvxsqnci7cd2sejivlplv4/access/wayback/https://www.jstage.jst.go.jp/article/jsidre1965/1999/199/1999_199_1/_pdf","https://scholar.google.com/scholar?q=related:pQGenGKsdJIJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"JZM Jiang","Architectural Blueprints–The “4+ 1” View Model of Software Architecture",,"research.cs.queensu.ca","","https://research.cs.queensu.ca/home/ahmed/home/teaching/CISC322/F10/slides/CISC322_06_4and1Views.pdf","https://scholar.google.com/scholar?cites=11107776261761844389&as_sdt=2005&sciodt=2007&hl=en",112,"2023-02-26 08:06:35","","","","",,,,,1,0.00,1,1,,"Architectural Blueprints – The “4+1” View Model of Software Architecture … Architectural Blueprints – The “4+1” View Model of Software Architecture …","","https://scholar.google.com/scholar?q=related:pcTUlqi_JpoJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
0,"S Bergemann","Challenges in Multi-View Model Consistency Management for Systems Engineering",2022,"Modellierung 2022 Satellite Events","dl.gi.de","https://dl.gi.de/handle/20.500.12116/38805","",113,"2023-02-26 08:06:35","","","","",,,,,0,0.00,0,1,1,"… Therefore, multi-view model inconsistencies need to be detected as early as possible so that it can then be decided if the inconsistency can be tolerated or if it needs to be resolved. …","https://dl.gi.de/bitstream/handle/20.500.12116/38805/paper6.pdf?sequence=1&isAllowed=y","https://scholar.google.com/scholar?q=related:Vz9QymME0TUJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"T Yamakami","A view model of API economy in city platform as a service",2017,"2017 8th IEEE International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8342872/","https://scholar.google.com/scholar?cites=17922573440599664749&as_sdt=2005&sciodt=2007&hl=en",114,"2023-02-26 08:06:35","","","","",,,,,1,0.17,1,1,6,"… The author presents a view model of the API economy to facilitate API development in a smart city platform. Then, the author discusses transition paths to deal with chasms between …","","https://scholar.google.com/scholar?q=related:bSjLG5bFufgJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
0,"S Lan, C Zhou, L Chen, H Fan, N Yan…","Automatic Report Generation based on Multi-modal and Multi-view Model for Fundus Images",2021,"… on Bioinformatics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9669471/","",115,"2023-02-26 08:06:35","","","","",,,,,0,0.00,0,6,2,"Automatic generation of medical reports has gained increasing research interests, as the significant potential to assist physicians in decision-making. Medical reports generated by most …","","https://scholar.google.com/scholar?q=related:NxYxXremcjcJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"S Konno, X Zhang, A Sugiyama…","On a view model of agents in the cyber office",1998,"Proceedings Twelfth …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/648365/","https://scholar.google.com/scholar?cites=18379484748068187288&as_sdt=2005&sciodt=2007&hl=en",116,"2023-02-26 08:06:35","","","","",,,,,1,0.04,0,4,25,"… In this paper, first we discuss a view model to present … Next, we apply the view model to the cyber office to support office … In section 5, we discuss the view model of HASS and as a result, …","","https://scholar.google.com/scholar?q=related:mGxQ6_8LEf8J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
9,"A Grignard, A Drogoul, JD Zucker","A Model-View/Controller approach to support visualization and online data analysis of Agent-Based Simulations",2013,"The 2013 RIVF International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6719899/","https://scholar.google.com/scholar?cites=13257590748999685245&as_sdt=2005&sciodt=2007&hl=en",117,"2023-02-26 08:06:35","","","","",,,,,9,0.90,3,3,10,"… A view model represents a reference model or another view model on which it can request data… A controller can manipulate agents or group of the reference model or the view model(s). …","https://hal.science/hal-00982756/document","https://scholar.google.com/scholar?q=related:fZShY4ts_LcJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"S Boudouda, M Boufaida","Integrating Multi-View Model and Agent Paradigm in the Supply Chain Design",2016,"Leadership and Personnel Management …","igi-global.com","https://www.igi-global.com/chapter/integrating-multi-view-model-and-agent-paradigm-in-the-supply-chain-design/146389","https://scholar.google.com/scholar?cites=358868917592212940&as_sdt=2005&sciodt=2007&hl=en",118,"2023-02-26 08:06:35","","","","",,,,,1,0.14,1,2,7,"… In this paper, we propose to combine a multi-view model with the agent paradigm for designing the supply chain, using a generic methodological approach. Our choice is justified, on …","","https://scholar.google.com/scholar?q=related:zEUDEmH1-gQJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"HA Handley, A Tolk","A Human View Model for Socio-Technical Interactions",2012,"Selected Papers Presented at MODSIM World …","ntrs.nasa.gov","https://ntrs.nasa.gov/citations/20130008678","https://scholar.google.com/scholar?cites=7030030371870936673&as_sdt=2005&sciodt=2007&hl=en",119,"2023-02-26 08:06:35","","","","",,,,,1,0.09,1,2,11,"The Human View was developed as an additional architectural viewpoint to focus on the human part of a system. The Human View can be used to collect and organize data in order to …","https://ntrs.nasa.gov/api/citations/20130008678/downloads/20130008678.pdf","https://scholar.google.com/scholar?q=related:YQ6TY2Cvj2EJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"D Bimler, J Kirkland","Subject variations in sorting data: Revisiting the Points-of-View model",2013,"Journal of cognition and culture","brill.com","https://brill.com/view/journals/jocc/13/3-4/article-p329_6.xml","https://scholar.google.com/scholar?cites=5380050678736075788&as_sdt=2005&sciodt=2007&hl=en",120,"2023-02-26 08:06:35","","","","",,,,,1,0.10,1,2,10,"… The Points-of-View model accommodated the variations among subjects, while clarifying … The Points-of-View model accommodated the variations among subjects, while clarifying the …","http://www.tonycoxon.com/BIMLER%20-%20pointsofview3.pdf","https://scholar.google.com/scholar?q=related:DLypa5bHqUoJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
0,"W Wang, H Liu, X Yuan, Y Dong…","A multi-view model fusion network with double branch structure",2022,"2022 7th International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9971592/","",121,"2023-02-26 08:06:35","","","","",,,,,0,0.00,0,5,1,"The composition of things is multifaceted. Agents need to capture multiple perspectives of things in order to establish a better understanding of the real world. Machine vision has made …","","https://scholar.google.com/scholar?q=related:kY3WCRd3_G0J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"M Kowalczyk, WS Mokrzycki","Concept of 3D View Model of Non-Convex Polyhedra Generation Using View Sphere Partitioning into Single-View Areas",2005,"… of the 4th International Conference on …","Springer","https://link.springer.com/chapter/10.1007/3-540-32390-2_48","https://scholar.google.com/scholar?cites=6415797111270534844&as_sdt=2005&sciodt=2007&hl=en",122,"2023-02-26 08:06:35","","10.1007/3-540-32390-2_48","","",,,,,1,0.06,1,2,18,"The paper concerns the construction of the solids representation for a model-based visual identification system. The chosen representation is a complete 3D view model and the …","http://wmii.uwm.edu.pl/~vcvc/img/papers/paper034.pdf","https://scholar.google.com/scholar?q=related:vO5B-Hp9CVkJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
18,"L Hua, W Xu, T Wang, R Ma…","Vehicle recognition using improved SIFT and multi-view model",2013,"Journal of Xi' …","China National Publishing Industry …","","https://scholar.google.com/scholar?cites=17182634865886309571&as_sdt=2005&sciodt=2007&hl=en",123,"2023-02-26 08:06:35","CITATION","","","",,,,,18,1.80,4,5,10,"","","https://scholar.google.com/scholar?q=related:wyxlfl_7dO4J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"E Chang, R Rajugan, TS Dillon…","Alternative representations for visual constrainst specification in the layered view model",2005,"The Seventh International …","espace.curtin.edu.au","https://espace.curtin.edu.au/handle/20.500.11937/12588","https://scholar.google.com/scholar?cites=2658883595626257002&as_sdt=2005&sciodt=2007&hl=en",124,"2023-02-26 08:06:35","","","","",,,,,1,0.06,0,4,18,"… In this paper, we present a visual constraint specification model for an XML layered view model. First we briefly outline the view model and then provide a detailed discussion on …","https://espace.curtin.edu.au/bitstream/handle/20.500.11937/12588/19299_downloaded_stream_391.pdf?sequence=2","https://scholar.google.com/scholar?q=related:appq-IpA5iQJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"LV Bei-sheng, SHI Sheng-you, Y Hai-cheng…","Multi-view model for manufacturing grid architecture",2007,"Computer Integrated …","cims-journal.cn","http://www.cims-journal.cn/EN/abstract/abstract1421.shtml","https://scholar.google.com/scholar?cites=6694406537332989525&as_sdt=2005&sciodt=2007&hl=en",125,"2023-02-26 08:06:35","","","","",,,,,1,0.06,0,4,16,"Abstract: A hierarchical model for typical manufacturing grid was proposed. A list of view models including resource, function and information view was adopted to depict the resource …","","https://scholar.google.com/scholar?q=related:VR7J90ZP51wJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"JF Desoi","An outline view model for interacting with structured information systems",1994,"","search.proquest.com","https://search.proquest.com/openview/784139a098e8fc38de43b54e446c2505/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=16163608995362870132&as_sdt=2005&sciodt=2007&hl=en",126,"2023-02-26 08:06:35","BOOK","","","",,,,,1,0.03,1,1,29,"… The outline view model presented by this research is generic; it can be applied to any kind of … of the outline view model would provide a complete information system interface. …","","https://scholar.google.com/scholar?q=related:dJPpKL6sUOAJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"BA Abrams, MZ Clarke, RF Settle","Do banks matter? A credit view model for small open economies",2003,"","researchgate.net","https://www.researchgate.net/profile/Burton-Abrams-2/publication/4809779_Do_Banks_Matter_A_Credit_View_Model_for_Small_Open_Economies/links/00463538f2f94603dd000000/Do-Banks-Matter-A-Credit-View-Model-for-Small-Open-Economies.pdf","https://scholar.google.com/scholar?cites=11714107555306115036&as_sdt=2005&sciodt=2007&hl=en",127,"2023-02-26 08:06:35","PDF","","","",,,,,1,0.05,0,3,20,"… The evidence supports our ""credit view"" model's prediction that variations in bank lending decisions can produce economically significant fluctuations in aggregate demand, and may …","https://www.researchgate.net/profile/Burton-Abrams-2/publication/4809779_Do_Banks_Matter_A_Credit_View_Model_for_Small_Open_Economies/links/00463538f2f94603dd000000/Do-Banks-Matter-A-Credit-View-Model-for-Small-Open-Economies.pdf","https://scholar.google.com/scholar?q=related:3I-97sHekKIJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"S Wildermuth","Model-View-ViewModel In Silverlight 2 Apps",2009,"MSDN magazine","cgtweb1.tech.purdue.edu","http://cgtweb1.tech.purdue.edu/courses/cgt456/Private/Readings/Silverlight07.pdf","https://scholar.google.com/scholar?cites=12170688973399910559&as_sdt=2005&sciodt=2007&hl=en",128,"2023-02-26 08:06:35","PDF","","","",,,,,1,0.07,1,1,14,"… the view model to expose data directly to our view class(es). The problem with this approach is that the view model … In many cases, you will be creating the view model and the view in …","http://cgtweb1.tech.purdue.edu/courses/cgt456/Private/Readings/Silverlight07.pdf","https://scholar.google.com/scholar?q=related:n-hDYyP55qgJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"C Wang, K Sakaue","View-based virtual learning and recognition of 3D object using view model obtained by motion-stereo",2000,"New Generation Computing","Springer","https://link.springer.com/article/10.1007/BF03037591","https://scholar.google.com/scholar?cites=11409965173028188037&as_sdt=2005&sciodt=2007&hl=en",129,"2023-02-26 08:06:35","","10.1007/BF03037591","","",,,,,1,0.04,1,2,23,"… samples of views of object from its 3D view model obtained by motion-stereo method. In … integrated to form a 3D view model of the object. From the 3D view model, we can generate …","","https://scholar.google.com/scholar?q=related:hW_sTd9WWJ4J:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
0,"A Valdez, S Castañeda, G Rodriguez","Implementation of a Georeferenced Survey System with Java Spring Framework using Controller View Model",2022,"European Journal of Electrical …","ejece.org","https://www.ejece.org/index.php/ejece/article/view/417","",130,"2023-02-26 08:06:35","","","","",,,,,0,0.00,0,3,1,"Abstract Information systems support many purposes in organizations of any kind. Sometimes the information systems are used to know the tendency of the population on diverse …","https://www.ejece.org/index.php/ejece/article/download/417/252","https://scholar.google.com/scholar?q=related:Sad-Zq9krcIJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
0,"A Freeman","Adding a View Model",2012,"Pro JavaScript for Web Apps","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-4462-2_3","",131,"2023-02-26 08:06:35","","10.1007/978-1-4302-4462-2_3","","",,,,,0,0.00,0,1,11,"… have done any serious desktop or server-side development, you will have encountered either the Model-View-Controller (MVC) design pattern or its derivative Model-View-View-Model (…","","https://scholar.google.com/scholar?q=related:WrM8YGNSUqEJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
1,"I Wilf, Y Manor","Multiple-view model-based inspection of quadric objects",1989,"Pattern recognition letters","Elsevier","https://www.sciencedirect.com/science/article/pii/0167865589900159","https://scholar.google.com/scholar?cites=1537910519319843256&as_sdt=2005&sciodt=2007&hl=en",132,"2023-02-26 08:06:35","","","","",,,,,1,0.03,1,2,34,"A method is presented for measuring 3D properties of quadratic object using multiple, partially overlapping views. The method is based on quadric model construction from its …","","https://scholar.google.com/scholar?q=related:uFFlGHjBVxUJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
