Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
6,"MS Siddiqi","MVVM Survival Guide for Enterprise Architectures in Silverlight and WPF",2012,"","Packt Publishing","","https://scholar.google.com/scholar?cites=1595978671247691977&as_sdt=2005&sciodt=2007&hl=en",77,"2023-02-26 07:52:24","CITATION","","","",,,,,6,0.55,6,1,11,"","","https://scholar.google.com/scholar?q=related:yZDRSCUOJhYJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
6,"J Smith","The Model-View-ViewModel (MVVM) Design Pattern for WPF",2009,"MSDN Magazine.[Online] February","","","https://scholar.google.com/scholar?cites=1439333628229690423&as_sdt=2005&sciodt=2007&hl=en",78,"2023-02-26 07:52:24","CITATION","","","",,,,,6,0.43,6,1,14,"","","https://scholar.google.com/scholar?q=related:N6TnF0-K-RMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
7,"H Saleh","Mvvm architecture, viewmodel and livedata (part 1)",2017,"Pro Android Dev [online]. Medium","","","https://scholar.google.com/scholar?cites=9353793874701069884&as_sdt=2005&sciodt=2007&hl=en",79,"2023-02-26 07:52:24","CITATION","","","",,,,,7,1.17,7,1,6,"","","https://scholar.google.com/scholar?q=related:PC7Ic_hZz4EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"GM Hall","Pro WPF and Silverlight MVVM",2010,"","… /01/pro-wpf-and-silverlight-mvvm …","","https://scholar.google.com/scholar?cites=14097095477715563307&as_sdt=2005&sciodt=2007&hl=en",80,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.23,3,1,13,"","","https://scholar.google.com/scholar?q=related:K3MAuqXxosMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
4,"J Strawn","Design patterns by tutorials: Mvvm, 2018",2020,"… . com/34-design-patterns-by-tutorials-mvvm","","","https://scholar.google.com/scholar?cites=17421795674374540504&as_sdt=2005&sciodt=2007&hl=en",81,"2023-02-26 07:52:24","CITATION","","","",,,,,4,1.33,4,1,3,"","","https://scholar.google.com/scholar?q=related:2AyIeNymxvEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
5,"E Maxwell","MVC vs. MVP vs. MVVM on Android",2017,"A: Realm Academy","","","https://scholar.google.com/scholar?cites=5012341539289322688&as_sdt=2005&sciodt=2007&hl=en",82,"2023-02-26 07:52:24","CITATION","","","",,,,,5,0.83,5,1,6,"","","https://scholar.google.com/scholar?q=related:wFRGzhJqj0UJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
4,"G Hall","Pro WPF &Silverlight MVVM: Effective Application Development With Model-View-ViewModel (Expert's Voice in WPF)",2010,"Apress Academic","","","https://scholar.google.com/scholar?cites=5870639745423905400&as_sdt=2005&sciodt=2007&hl=en",83,"2023-02-26 07:52:24","CITATION","","","",,,,,4,0.31,4,1,13,"","","https://scholar.google.com/scholar?q=related:eBJIlr6zeFEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
4,"K Kocsis","Architectural patterns, MVC, MVVM: what is the hype all about",2018,"","","","https://scholar.google.com/scholar?cites=7446854131980495538&as_sdt=2005&sciodt=2007&hl=en",84,"2023-02-26 07:52:24","CITATION","","","",,,,,4,0.80,4,1,5,"","","https://scholar.google.com/scholar?q=related:surYvmCKWGcJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
4,"L Bugnion","MVVM-Commands, RelayCommands and EventToCommand",2013,"MSDN Magazine Blog","","","https://scholar.google.com/scholar?cites=9000508322527582529&as_sdt=2005&sciodt=2007&hl=en",85,"2023-02-26 07:52:24","CITATION","","","",,,,,4,0.40,4,1,10,"","","https://scholar.google.com/scholar?q=related:QRk08qE66HwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"L Marx","Is Angular 2+ MVVM",2016,"… malcoded. com/posts/angular-2-componentsand-mvvm","","","https://scholar.google.com/scholar?cites=13859185272905703821&as_sdt=2005&sciodt=2007&hl=en",86,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.43,3,1,7,"","","https://scholar.google.com/scholar?q=related:jaHem5O3VcAJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"Ž Knok, M Marčec","WPF and MVVM",2015,"Tehnički glasnik","hrcak.srce.hr","https://hrcak.srce.hr/clanak/220482","https://scholar.google.com/scholar?cites=9073376905312546953&as_sdt=2005&sciodt=2007&hl=en",87,"2023-02-26 07:52:24","","","","",,,,,2,0.25,1,2,8,"… One of the technologies is WPF (Windows Presentation Foundation) with the MVVM (Model View ViewModel) pattern. This work analyses the MVVM pattern in WPF and will describe …","https://hrcak.srce.hr/file/220481","https://scholar.google.com/scholar?q=related:iTBj-jgc630J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"ZM Luo","Mvc vs. mvvm: How a website communicates with its data models",2017,"USA: Artmap Inc","","","https://scholar.google.com/scholar?cites=9617679632775066282&as_sdt=2005&sciodt=2007&hl=en",88,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.50,3,1,6,"","","https://scholar.google.com/scholar?q=related:qjIRW6vceIUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"Y Lin","Application of MVVM design pattern and MVP design pattern based on ZK [J]",2012,"Journal of Chongqing University of Arts and Sciences …","","","https://scholar.google.com/scholar?cites=10097605437457989598&as_sdt=2005&sciodt=2007&hl=en",89,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.27,3,1,11,"","","https://scholar.google.com/scholar?q=related:3n-8XaXmIYwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"O Kudinov","Clean architecture and mvvm on ios",2019,"","online]","","https://scholar.google.com/scholar?cites=13935169208318250094&as_sdt=2005&sciodt=2007&hl=en",90,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.75,3,1,4,"","","https://scholar.google.com/scholar?q=related:bkzFMpCqY8EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"I Minar","MVC vs MVVM vs MVP. 2012",,"URL: https://plus. google. com/+ AngularJS/posts …","","","https://scholar.google.com/scholar?cites=18127046719498883996&as_sdt=2005&sciodt=2007&hl=en",91,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.00,3,1,,"","","https://scholar.google.com/scholar?q=related:nBOkPvM0kPsJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"TXT View-Part","4: Implement a Tri-state CheckBox Using MVVM, YouTube video published Apr. 24, 2012 with 7 screenshots",,"","","","https://scholar.google.com/scholar?cites=10591247719462205916&as_sdt=2005&sciodt=2007&hl=en",92,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.00,3,1,,"","","https://scholar.google.com/scholar?q=related:3Pm1nq-r-5IJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"B Orlov","iOS architecture patterns: demystifying MVC, MVP, MVVM and VIPER",2021,"","","","https://scholar.google.com/scholar?cites=5578547755830804516&as_sdt=2005&sciodt=2007&hl=en",93,"2023-02-26 07:52:24","CITATION","","","",,,,,3,1.50,3,1,2,"","","https://scholar.google.com/scholar?q=related:JADZpKD7ak0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"N Polyak","MVVM Pattern Made Simple. CodeProject",2012,"","","","https://scholar.google.com/scholar?cites=13837465975803190019&as_sdt=2005&sciodt=2007&hl=en",94,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.27,3,1,11,"","","https://scholar.google.com/scholar?q=related:A5tNr_2NCMAJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"M Jaggavarapu","Presentation Patterns: MVC, MVP, PM, MVVM",2012,"Haettu","","","https://scholar.google.com/scholar?cites=15359926919285968170&as_sdt=2005&sciodt=2007&hl=en",95,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.27,3,1,11,"","","https://scholar.google.com/scholar?q=related:Kg0AGCdsKdUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"N Polyak","MVVM Pattern Made Simple",2014,"","","","https://scholar.google.com/scholar?cites=5734834705978471575&as_sdt=2005&sciodt=2007&hl=en",96,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.33,3,1,9,"","","https://scholar.google.com/scholar?q=related:l7Rt18c5lk8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"S Kishore","MVVM & Varadaraju, UV (2006)",2006,"Mater. Res. Bull","","","https://scholar.google.com/scholar?cites=13617146433817944698&as_sdt=2005&sciodt=2007&hl=en",97,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.18,3,1,17,"","","https://scholar.google.com/scholar?q=related:eiIy6ojS-bwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"李龙澍, 华骁飞","Silverlight 下的 MVVM 模式的应用",2013,"计算机技术与发展","cqvip.com","http://www.cqvip.com/qk/97969a/201312/48079362.html","https://scholar.google.com/scholar?cites=6271644857564954867&as_sdt=2005&sciodt=2007&hl=en",98,"2023-02-26 07:52:24","","","","",,,,,2,0.20,1,2,10,"为了改善传统开发方式和应用RIA(Rich Intemet Application,富互联网应用程序)开发技术,文中 应用了一种新的设计模式-MVVM,提出了一套基于MVVM模式的系统开发方案.介绍了MVVM模式…","","https://scholar.google.com/scholar?q=related:84CQ9MRbCVcJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"AF Cesar","Uma análise comparativa entre os padrões MVP e MVVM na plataforma android",2019,"","repositorio.ufpb.br","https://repositorio.ufpb.br/jspui/handle/123456789/16077","https://scholar.google.com/scholar?cites=9497275066976459912&as_sdt=2005&sciodt=2007&hl=en",99,"2023-02-26 07:52:24","","","","",,,,,2,0.50,2,1,4,"… The goal of the research is to compare MVP and Model-View-ViewModel (MVVM) with a focus on performance. The results showed that MVVM has a better performance quality for CPU …","https://repositorio.ufpb.br/jspui/bitstream/123456789/16077/1/AFC11102019.pdf","https://scholar.google.com/scholar?q=related:iFxOzVoZzYMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"封宇, 陈宁江","基于 MVVM 架构的移动 Web 前端展示方案",2014,"计算机与现代化","cqvip.com","http://www.cqvip.com/qk/97264x/201411/663114992.html","https://scholar.google.com/scholar?cites=99923234170592858&as_sdt=2005&sciodt=2007&hl=en",100,"2023-02-26 07:52:24","","","","",,,,,2,0.22,1,2,9,"为解决移动终端用户个性化丰富体验的问题,本文分析当前基于MVC和MVP的移动Web开发框架 ,针对这2种模式在移动终端应用时展示逻辑没有完成与业务逻辑分离的问题,提出引入MVVM…","","https://scholar.google.com/scholar?q=related:Wt6L7ab_YgEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"R Chaddha","Comparison Between MVC, MVP and MVVM in Details",2017,"… . com/pulse/comparison-between-mvc-mvp-mvvm …","","","https://scholar.google.com/scholar?cites=8388159910641593901&as_sdt=2005&sciodt=2007&hl=en",101,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.33,2,1,6,"","","https://scholar.google.com/scholar?q=related:Le72EP-6aHQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Chugh","Android MVVM Design Pattern",2020,"… . com/20292/android-mvvm-design-pattern. Hakupäivä","","","https://scholar.google.com/scholar?cites=15116220049383639381&as_sdt=2005&sciodt=2007&hl=en",102,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.67,2,1,3,"","","https://scholar.google.com/scholar?q=related:VUkmtguax9EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"R East","Overview of the ModelView–ViewModel (MVVM) pattern and data-binding",2008,"","… -of-the-modelviewviewmodel-mvvm …","","https://scholar.google.com/scholar?cites=400612628905171883&as_sdt=2005&sciodt=2007&hl=en",103,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.13,2,1,15,"","","https://scholar.google.com/scholar?q=related:q5ttPhBDjwUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Sharma","Why to choose MVVM over MVP–Android Architecture",,"… . jlelse. eu/why-to-choose-mvvm-over-mvp-android …","","","https://scholar.google.com/scholar?cites=8852823323912980595&as_sdt=2005&sciodt=2007&hl=en",104,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:c0ggqeiL23oJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"AA Yuzhakov, EA Vereshchagina","Research of highly organized extensible modular applications modern methods development, review and analysis of existing libraries and MVVM …",2015,"Materials of the IX Youth International Scientific …","","","https://scholar.google.com/scholar?cites=3732338306094837934&as_sdt=2005&sciodt=2007&hl=en",105,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.25,1,2,8,"","","https://scholar.google.com/scholar?q=related:rrBdJOrtyzMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"L Yunhu","The Build of N-tier Silverlight Based on the MVVM Pattern and WCF RIA Services [Z]",2010,"Zheng Tie Communication of Science and Technology","","","https://scholar.google.com/scholar?cites=12579370400788861516&as_sdt=2005&sciodt=2007&hl=en",106,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,2,1,13,"","","https://scholar.google.com/scholar?q=related:TFIVLbvmkq4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"B Gao, S Zhang, N Yao","A Multidimensional Pivot Table Model Based on MVVM Pattern for Rich Internet Application. Computer, Consumer and Control (IS3C)",,"2012 International Symposium on, 2012. IEEE, 24","","","https://scholar.google.com/scholar?cites=18409550237903313301&as_sdt=2005&sciodt=2007&hl=en",107,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.00,1,3,,"","","https://scholar.google.com/scholar?q=related:lVnvRGfce_8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"Y Lin","Application of MVVM design pattern and MVP design pattern based on ZK. J. Chongqing Univ. Arts Sci",2010,"Nat. Sci. Ed","","","https://scholar.google.com/scholar?cites=12345645642791796360&as_sdt=2005&sciodt=2007&hl=en",108,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,2,1,13,"","","https://scholar.google.com/scholar?q=related:iD50VU2LVKsJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"B Brumfield, G Cox, D Hill, B Noyes, M Puleo, K Shifflet","Developer's Guide to Microsoft Prism 4: Building Modulare MVVM Applications with Windows Presentation Foundation and Microsoft Silverlight",2010,"","Microsoft Press Redmond","","https://scholar.google.com/scholar?cites=195693499449505677&as_sdt=2005&sciodt=2007&hl=en",109,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,0,6,13,"","","https://scholar.google.com/scholar?q=related:jXeKbzM-twIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"JB Yi","Research on WEB Front-end Framework Based on MVVM Pattern",2016,"Young, J. Information And Computers","","","https://scholar.google.com/scholar?cites=60368477609834919&as_sdt=2005&sciodt=2007&hl=en",110,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.29,2,1,7,"","","https://scholar.google.com/scholar?q=related:p7mQf8941gAJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"V Rock","Using MVVM for enhanced cross platform development ofmobile and desktop application",2015,"","Master's Thesis","","https://scholar.google.com/scholar?cites=14401173277560779835&as_sdt=2005&sciodt=2007&hl=en",111,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.25,2,1,8,"","","https://scholar.google.com/scholar?q=related:O7Tblcs-28cJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"Y Feng, NJ Chen","Scheme of Mobile Web Front-end Display Based on MVVM Framework [J]",2014,"Computer &Modernization","","","https://scholar.google.com/scholar?cites=14576163792872366312&as_sdt=2005&sciodt=2007&hl=en",112,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.22,1,2,9,"","","https://scholar.google.com/scholar?q=related:6GAR5r3vSMoJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
1,"朱海萍, 丁西, 刘链","Web 前端中基于 MVVM 框架的技术应用研究",2020,"科技资讯","cnki.com.cn","https://www.cnki.com.cn/Article/CJFDTotal-ZXLJ202030005.htm","https://scholar.google.com/scholar?cites=14874332657504133433&as_sdt=2005&sciodt=2007&hl=en",113,"2023-02-26 07:52:24","","","","",,,,,1,0.33,0,3,3,"… 框架要不断演变的主要原因,前端MVVM框架应运而生,前端模块化… MVVM框架的发展由来,MVVM模式 的工作原理以及和传统的MVC模式进行对比,前端主流MVVM框架的对比,详细分析MVVM…","","https://scholar.google.com/scholar?q=related:OaGGkb4-bM4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
1,"YS Saputro","IMPLEMENTASI ANDROID ARCHITECTURE COMPONENTS DENGAN PATTERN MVVM (MODEL-VIEW-VIEW MODEL) PADA APLIKASI PELAPORAN …",2020,"","eprints.utdi.ac.id","https://eprints.utdi.ac.id/8757/","https://scholar.google.com/scholar?cites=14459467075091752185&as_sdt=2005&sciodt=2007&hl=en",114,"2023-02-26 07:52:24","","","","",,,,,1,0.33,1,1,3,"Pencatatan masyarakat miskin dengan metode konvensional dinilai masih merepotkan dan memakan waktu yang cukup lama. Oleh sebab itu pengembangan platfrom pencatatan …","https://eprints.utdi.ac.id/8757/3/3_155410055_BAB_II.pdf","https://scholar.google.com/scholar?q=related:-eRM_LFYqsgJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"B Laurent","MVVM: Multithreading and Dispatching in MVVM Applications",2014,"MSDN Magazine","","","https://scholar.google.com/scholar?cites=5900861264828017090&as_sdt=2005&sciodt=2007&hl=en",115,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.22,2,1,9,"","","https://scholar.google.com/scholar?q=related:wqnvZg4S5FEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"P Wang","Research and analysis of MVVM framework based on Vue",2019,"Computer Knowledge and Technology","","","https://scholar.google.com/scholar?cites=234766013884849976&as_sdt=2005&sciodt=2007&hl=en",116,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.50,2,1,4,"","","https://scholar.google.com/scholar?q=related:ON_wHnIOQgMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"J Morrison, M Schmidt","IOS Design Patterns: MVC and MVVM",2014,"","CapTech","","https://scholar.google.com/scholar?cites=8341833272735056832&as_sdt=2005&sciodt=2007&hl=en",117,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.22,1,2,9,"","","https://scholar.google.com/scholar?q=related:wEPoJColxHMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"M Martin","MVC vs MVVM: Key Differences with Examples",2022,"Guru99. Recuperado","","","https://scholar.google.com/scholar?cites=5842654810784927820&as_sdt=2005&sciodt=2007&hl=en",118,"2023-02-26 07:52:24","CITATION","","","",,,,,2,2.00,2,1,1,"","","https://scholar.google.com/scholar?q=related:TBAQPphHFVEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"MEL Omari, M Erramdani, A Rhouati","Getting Model of MVVM Pattern from UML Profile.",2020,"Int. J. Recent Contributions Eng. Sci. IT","","","https://scholar.google.com/scholar?cites=7401386416574791156&as_sdt=2005&sciodt=2007&hl=en",119,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.67,1,3,3,"","","https://scholar.google.com/scholar?q=related:9H1XTbsBt2YJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"H Saleh","MVVM architecture, ViewModel and LiveData Part 1. Retrieved December 6, 2018",2017,"","","","https://scholar.google.com/scholar?cites=9013684794186197256&as_sdt=2005&sciodt=2007&hl=en",120,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.33,2,1,6,"","","https://scholar.google.com/scholar?q=related:COnOUpAKF30J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"S Koirala","Comparison of Architecture patterns MVP (SC), MVP (PV), PM, MVVM and MVC",2010,"","","","https://scholar.google.com/scholar?cites=15283675256572022328&as_sdt=2005&sciodt=2007&hl=en",121,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,2,1,13,"","","https://scholar.google.com/scholar?q=related:OA5nYquFGtQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"J Jurisic","Architecting Android with Data Binding and MVVM in mind",,"Medium","","","https://scholar.google.com/scholar?cites=3391703922703642239&as_sdt=2005&sciodt=2007&hl=en",122,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:f64MaL_AES8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"V IVANOV","Going with MVVM on Android via Data Binding",2015,"Cases. azoft. com","","","https://scholar.google.com/scholar?cites=14427450548306562400&as_sdt=2005&sciodt=2007&hl=en",123,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.25,2,1,8,"","","https://scholar.google.com/scholar?q=related:YM1TctWZOMgJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"D Cheng, S Shuhui","Front-end application of mvvm design pattern",2019,"Computer knowledge and technology","","","https://scholar.google.com/scholar?cites=5024013231802578236&as_sdt=2005&sciodt=2007&hl=en",124,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.50,1,2,4,"","","https://scholar.google.com/scholar?q=related:PHV0fGrhuEUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Kay","Ext js 5: Mvc, mvvm and more",2014,"","","","https://scholar.google.com/scholar?cites=9905303547355708634&as_sdt=2005&sciodt=2007&hl=en",125,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.22,2,1,9,"","","https://scholar.google.com/scholar?q=related:2ryNhBi1dokJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"J Joel","MVVM vs MVP vs MVC: The differences explained",2011,"","","","https://scholar.google.com/scholar?cites=2462803013478700438&as_sdt=2005&sciodt=2007&hl=en",126,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.17,2,1,12,"","","https://scholar.google.com/scholar?q=related:ltUo0kqiLSIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"Z Krzysztof","Good iOS Application Architecture: MVVM vs",2017,"MVC vs. VIPER, May","","","https://scholar.google.com/scholar?cites=2473552238898821717&as_sdt=2005&sciodt=2007&hl=en",127,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.33,2,1,6,"","","https://scholar.google.com/scholar?q=related:Vbrv5KfSUyIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"HQ WANG, ZY ZHU","Research on Web Development Based on the MVVM [J]",2019,"Journal of Heze University","","","https://scholar.google.com/scholar?cites=1304657545136003273&as_sdt=2005&sciodt=2007&hl=en",128,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.50,1,2,4,"","","https://scholar.google.com/scholar?q=related:yVhd-x8TGxIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"V Dajbych","MVVM: Model-View-ViewModel. dajbych. net",2009,"","Online","","https://scholar.google.com/scholar?cites=11018213023624929908&as_sdt=2005&sciodt=2007&hl=en",129,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.14,2,1,14,"","","https://scholar.google.com/scholar?q=related:dCK_NF6O6JgJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"L Li","Analysis and application of MVVM pattern. Microcomput. Appl. 12, 19 (2012)",2012,"","","","https://scholar.google.com/scholar?cites=10833608951436382409&as_sdt=2005&sciodt=2007&hl=en",130,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.18,2,1,11,"","","https://scholar.google.com/scholar?q=related:yZDbQfG1WJYJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"P Patterns","MVC, MVP, PM, MVVM",2012,"Manoj Jaggavarapu [online]","","","https://scholar.google.com/scholar?cites=17087950000262043366&as_sdt=2005&sciodt=2007&hl=en",131,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.18,2,1,11,"","","https://scholar.google.com/scholar?q=related:5lZBSf2XJO0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"E Sørensen, MI Mihailesc","Model-View-ViewModel (MVVM) Design Pattern using Windows",2010,"… of Southern Denmark, Computer Engineering, Odense …","","","https://scholar.google.com/scholar?cites=6911227285483745595&as_sdt=2005&sciodt=2007&hl=en",132,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,1,2,13,"","","https://scholar.google.com/scholar?q=related:O_E-UZmc6V8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"M Rouse","Model-View-ViewModel (MVVM)",2019,"WhatIs. Saatavissa: https://whatis. techtarget. com …","","","https://scholar.google.com/scholar?cites=13672242104323866184&as_sdt=2005&sciodt=2007&hl=en",133,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.50,2,1,4,"","","https://scholar.google.com/scholar?q=related:SP5cV8GPvb0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"R Mishra","MVVM (Model-View-ViewModel) Architecture Pattern in Android",2021,"Preuzeto","","","https://scholar.google.com/scholar?cites=3001283484965668202&as_sdt=2005&sciodt=2007&hl=en",134,"2023-02-26 07:52:24","CITATION","","","",,,,,2,1.00,2,1,2,"","","https://scholar.google.com/scholar?q=related:agWgl22zpikJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"L Jeremy","Model-View-ViewModel (MVVM) Explained",2014,"Recuperado a","","","https://scholar.google.com/scholar?cites=1595004037976020494&as_sdt=2005&sciodt=2007&hl=en",135,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.22,2,1,9,"","","https://scholar.google.com/scholar?q=related:DtbfyriXIhYJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Harbade","iOS design patterns-Part 1 (MVC, MVP, MVVM)",2017,"Dostopno na: https://medium. com/swlh/ios-design …","","","https://scholar.google.com/scholar?cites=3298519189060630880&as_sdt=2005&sciodt=2007&hl=en",136,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.33,2,1,6,"","","https://scholar.google.com/scholar?q=related:YLnE5Lmxxi0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
