Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"S Kishore","MVVM & Varadaraju, UV (2006)",2006,"Mater. Res. Bull","","","https://scholar.google.com/scholar?cites=13617146433817944698&as_sdt=2005&sciodt=2007&hl=en",97,"2023-02-26 07:52:24","CITATION","","","",,,,,3,0.18,3,1,17,"","","https://scholar.google.com/scholar?q=related:eiIy6ojS-bwJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"R Steyer","Webanwendungen erstellen mit Vue. js: MVVM-Muster für konventionelle und Single-Page-Webseiten",2019,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=-NW5DwAAQBAJ&oi=fnd&pg=PR6&dq=mvvm&ots=RuRccZRyZF&sig=pUcNOdt0QsgWjcZbeuQVMLTqot8","https://scholar.google.com/scholar?cites=9592113497768907088&as_sdt=2005&sciodt=2007&hl=en",138,"2023-02-26 07:52:24","BOOK","","","",,,,,3,0.75,3,1,4,"Steigen Sie mit diesem Buch schnell und unkompliziert in Vue. js ein Dieses Buch bietet einen kompakten und praxisnahen Einstieg in das populäre Vue. js. Nutzen Sie auf Basis von …","","https://scholar.google.com/scholar?q=related:UNG-r2cIHoUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
3,"J Smith","Patterns-WPF Apps With The Model-View-ViewModel Design Pattern. 2009",2015,"URL: https://docs. microsoft. com/en-us/archive/msdn …","","","https://scholar.google.com/scholar?cites=14523155105229907366&as_sdt=2005&sciodt=2007&hl=en",41,"2023-02-26 08:01:38","CITATION","","","",,,,,3,0.38,3,1,8,"","","https://scholar.google.com/scholar?q=related:piUhCZ-cjMkJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
3,"G Hall, WPF Pro, M Silverlight","effective application development with Model-View-ViewModel",2011,"","Springer","","https://scholar.google.com/scholar?cites=10014007938918283627&as_sdt=2005&sciodt=2007&hl=en",42,"2023-02-26 08:01:38","CITATION","","","",,,,,3,0.25,1,3,12,"","","https://scholar.google.com/scholar?q=related:a3kq-Snn-IoJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
3,"J Follesø","Model-View-ViewModel",2009,"… of Norwegian Developers Conference, Oslo, Norway","","","https://scholar.google.com/scholar?cites=15172220805236124373&as_sdt=2005&sciodt=2007&hl=en",43,"2023-02-26 08:01:38","CITATION","","","",,,,,3,0.21,3,1,14,"","","https://scholar.google.com/scholar?q=related:1erjvW-OjtIJ:scholar.google.com/&scioq=intitle:viewmodel&hl=en&as_sdt=2007"
3,"SMS Anuar, NFM Azmi, N Maarop, GN Samy…","Preliminary review of model-view-presenter (MVP) and usability design for the development of postgraduate web portal",2017,"… International Journal of …","oiji.utm.my","https://oiji.utm.my/index.php/oiji/article/download/105/77","https://scholar.google.com/scholar?cites=6514804610433828160&as_sdt=2005&sciodt=2007&hl=en",202,"2023-02-26 08:06:35","PDF","","","",,,,,3,0.50,1,5,6,"… to be displayed to the user, and the View-Model is to handle different states of View as illustrated in … View-Model is also the mediator to handle user’s input before calling on the View. …","https://oiji.utm.my/index.php/oiji/article/download/105/77","https://scholar.google.com/scholar?q=related:QEX8uUY8aVoJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
3,"S Soni, P Dhete, S Patil, DB Meshram","Industrial automation using windows presentation foundation &model view view-model pattern",2012,"… Journal of Advanced Research in Computer …","","","https://scholar.google.com/scholar?cites=10733579401330081671&as_sdt=2005&sciodt=2007&hl=en",211,"2023-02-26 08:06:35","CITATION","","","",,,,,3,0.27,1,4,11,"","","https://scholar.google.com/scholar?q=related:h7-6uJhV9ZQJ:scholar.google.com/&scioq=intitle:%22view+model%22&hl=en&as_sdt=2007"
3,"Lin Ya-ming","Application of MVVM design pattern and MVP design pattern based on ZK",2012,"","","","",74,"2023-02-26 08:28:03","","","","",,,,,3,0.27,3,1,11,"The ZK-based RIA architecture was briefly described.The technical features and applications about MVVM design pattern and MVP design pattern used in ZK were discussed.The best practices about the complex business systems interface development were proposed with the advantages of the integrated two design patterns,which is given to demonstrate by examples.The examples show that the best practices in maximizing the use of the MVVM design pattern are able to cope with the complexity of the interface development needs,thereby improving the maintainability of the system.","",""
3,"Hu Shi-qing","System architecture and pattern research of RIA based on silverlight",2010,"","","","",205,"2023-02-26 08:28:03","","","","",,,,,3,0.23,3,1,13,"To solve the problems of the design pattern for rich internet application (RIA) systems development, the silverlight-based RIA architecture is analyzed, according to problems of unit testing and tight coupling when using the model-view-controller (MVC) and the model-view-presenter (MVP) pattern to design RIA systems, the model-view-viewmodel (MVVM) pattern is proposed. This pattern is composed of model, view and viewmodel, the problem of data swap between the model and the viewmodel is resolved by realizing INotifyPropertyChanged interface, and the model independent of the viewmodel is realized. In the while, the problem of event binding in view is resolved by realizing ICommand interface, combined with data binding, the viewmodel independent of the view is realized. Examples show that using the MVVM pattern to design the RIA system can realize the logical interface complete separate from the application logic and has a good capacity of automated testing.","",""
3,"Tiancheng Liu, Jun Liu, Ji Wang, Jingsheng Xu","Optimization of the Intelligent Sensing Model for Environmental Information in Aquaculture Waters Based on the 5G Smart Sensor Network",2022,"","","","",111,"2024-01-20 11:09:02","","10.1155/2022/6409046","","",,,,,3,1.50,1,4,2,"This paper adopts a 5G smart sensor network to design intelligent sensing of environmental information in aquaculture waters, and in this way, we study the significance of optimizing the intelligent sensing model. Microservice architecture and big data analysis and processing will become the innovation of technology in the new era. In this regard, it is very important to study a set of aquarium monitoring and management system based on microservice architecture, so that users can understand the changes in the environment in the aquarium, manage a large amount of historical data quickly, and help users solve existing problems. The design pattern of MVVM architecture, unified management of the life cycle, and microservice architecture make the system very easy to expand and maintain; secondly, it realizes the automatic monitoring of the aquarium environment while making multilevel storage optimization for a large amount of data and realizes fast retrieval of a large amount of data; finally, the system can make intelligent regulation in the environmental control of ornamental fish and can automatically adapt to the environmental requirements of different ornamental fish. Finally, the system can make intelligent control in the environment control of ornamental fish and can automatically adapt to the needs of different ornamental fish environments. After testing its server concurrent processing capability, communication stability, and Android performance, the system runs stably. This paper analyzes the architecture module reuse rate and protocol performance; the module reuse rate analysis results show that the various types of modules in the architecture are reused many times and have strong generality, which effectively reduces the development cycle and development cost, and the architecture can quickly and efficiently integrate hardware units such as sensors, actuators, and communication modules; the protocol performance analysis shows that the designed protocol has high communication performance and meets the architecture. The protocol performance analysis shows that the designed protocol has high communication performance and meets the requirements of the architecture in terms of the transmission rate. At the same time, the edge computing module of the architecture further shifts down the edge computing tasks and lays the hardware foundation for the subsequent implementation of sensor data anomaly detection, data encryption transmission, and other functions.","",""
2,"N Kentaro","Browser-Based Manipulation of Virtual Objects Through MVVM Architecture with Data Binding",2021,"2021 Ninth International Symposium on Computing …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9643961/","https://scholar.google.com/scholar?cites=11062405473445575033&as_sdt=2005&sciodt=2007&hl=en",20,"2023-02-26 07:52:24","","","","",,,,,2,1.00,2,1,2,"This paper considers the problem of sharing complex virtual objects among remote users through Web browsers. Although drag-and-drop of object is one of new features available in …","","https://scholar.google.com/scholar?q=related:eXkPviqPhZkJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"W Sheikh, N Sheikh","A model-view-viewmodel (MVVM) application framework for hearing impairment diagnosis-Class inheritance architecture",2020,"2020 Intermountain Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9249215/","https://scholar.google.com/scholar?cites=11378142704964438651&as_sdt=2005&sciodt=2007&hl=en",21,"2023-02-26 07:52:24","","","","",,,,,2,0.67,1,2,3,"… (MVVM) pattern which separates the development of graphical user interface (GUI) from the development of business and back-end logic. Some of the benefits of the MVVM pattern …","","https://scholar.google.com/scholar?q=related:e4oblYFI550J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"W Sheikh, N Sheikh","A model-view-viewmodel (MVVM) application framework for hearing impairment diagnosis",2019,"arXiv preprint arXiv:1911.08289","arxiv.org","https://arxiv.org/abs/1911.08289","https://scholar.google.com/scholar?cites=5643757155431490613&as_sdt=2005&sciodt=2007&hl=en",23,"2023-02-26 07:52:24","","","","",,,,,2,0.50,1,2,4,"… (MVVM) pattern which separates the development of graphical user interface (GUI) from the development of business and back-end logic. Some of the benefits of the MVVM pattern …","https://arxiv.org/pdf/1911.08289","https://scholar.google.com/scholar?q=related:NSQQIDunUk4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"F Maulana, R Afyenni, A Erianda","Aplikasi Manajemen Laboratorium Menggunakan Metode MVVM Berbasis Android",2022,"JITSI: Jurnal Ilmiah Teknologi …","jurnal-itsi.org","https://jurnal-itsi.org/index.php/jitsi/article/view/94","https://scholar.google.com/scholar?cites=14782775864301355003&as_sdt=2005&sciodt=2007&hl=en",24,"2023-02-26 07:52:24","","","","",,,,,2,2.00,1,3,1,"Abstract Information technology plays a major role in all aspects of today's world. Technology can make it easier for humans to manage data quickly and effectively. Especially on …","https://jurnal-itsi.org/index.php/jitsi/article/download/94/67","https://scholar.google.com/scholar?q=related:-3_meVP4Js0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"K Zarifis, Y Papakonstantinou","In-depth Survey of MVVM Web Application Frameworks",2016,"","dbucsd.github.io","https://dbucsd.github.io/paperpdfs/2016_4.pdf","https://scholar.google.com/scholar?cites=6762846603311964228&as_sdt=2005&sciodt=2007&hl=en",28,"2023-02-26 07:52:24","PDF","","","",,,,,2,0.29,1,2,7,"… MVVM and Web Component libraries that constitute the state-of-the-art in the web community. It also provides accurate definitions of the modules that compose an MVVM … by MVVM and …","https://dbucsd.github.io/paperpdfs/2016_4.pdf","https://scholar.google.com/scholar?q=related:RODdlCd12l0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Mishra, A Mishra","The MVVM Architectural Pattern",2017,"iOS Code Testing: Test-Driven Development and …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-2689-6_3","https://scholar.google.com/scholar?cites=17733806010907542119&as_sdt=2005&sciodt=2007&hl=en",29,"2023-02-26 07:52:24","","10.1007/978-1-4842-2689-6_3","","",,,,,2,0.33,1,2,6,"… The Model-View-ViewModel (MVVM) architectural pattern was developed by Microsoft to … soon learn, MVVM can be easily adapted to be used within iOS/Swift applications. MVVM is an …","","https://scholar.google.com/scholar?q=related:Z8LU85siG_YJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"V Kumar, V Kumar","HTML5 and JavaScript Apps with MVVM and Knockout",2013,"Beginning Windows 8 Data Development: Using C# …","Springer","https://link.springer.com/chapter/10.1007/978-1-4302-4993-1_2","https://scholar.google.com/scholar?cites=17849910699299643335&as_sdt=2005&sciodt=2007&hl=en",31,"2023-02-26 07:52:24","","10.1007/978-1-4302-4993-1_2","","",,,,,2,0.20,1,2,10,"… In Chapter 1 we built an XAML-based app using MVVM and in this chapter we build a JavaScript-based data-driven app using HTML5, CSS, and Knockout JS. … In Chapter 1 we …","","https://scholar.google.com/scholar?q=related:xx8zSDWft_cJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"Ž Knok, M Marčec","WPF and MVVM",2015,"Tehnički glasnik","hrcak.srce.hr","https://hrcak.srce.hr/clanak/220482","https://scholar.google.com/scholar?cites=9073376905312546953&as_sdt=2005&sciodt=2007&hl=en",87,"2023-02-26 07:52:24","","","","",,,,,2,0.25,1,2,8,"… One of the technologies is WPF (Windows Presentation Foundation) with the MVVM (Model View ViewModel) pattern. This work analyses the MVVM pattern in WPF and will describe …","https://hrcak.srce.hr/file/220481","https://scholar.google.com/scholar?q=related:iTBj-jgc630J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"AF Cesar","Uma análise comparativa entre os padrões MVP e MVVM na plataforma android",2019,"","repositorio.ufpb.br","https://repositorio.ufpb.br/jspui/handle/123456789/16077","https://scholar.google.com/scholar?cites=9497275066976459912&as_sdt=2005&sciodt=2007&hl=en",99,"2023-02-26 07:52:24","","","","",,,,,2,0.50,2,1,4,"… The goal of the research is to compare MVP and Model-View-ViewModel (MVVM) with a focus on performance. The results showed that MVVM has a better performance quality for CPU …","https://repositorio.ufpb.br/jspui/bitstream/123456789/16077/1/AFC11102019.pdf","https://scholar.google.com/scholar?q=related:iFxOzVoZzYMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"R Chaddha","Comparison Between MVC, MVP and MVVM in Details",2017,"… . com/pulse/comparison-between-mvc-mvp-mvvm …","","","https://scholar.google.com/scholar?cites=8388159910641593901&as_sdt=2005&sciodt=2007&hl=en",101,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.33,2,1,6,"","","https://scholar.google.com/scholar?q=related:Le72EP-6aHQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Chugh","Android MVVM Design Pattern",2020,"… . com/20292/android-mvvm-design-pattern. Hakupäivä","","","https://scholar.google.com/scholar?cites=15116220049383639381&as_sdt=2005&sciodt=2007&hl=en",102,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.67,2,1,3,"","","https://scholar.google.com/scholar?q=related:VUkmtguax9EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"R East","Overview of the ModelView–ViewModel (MVVM) pattern and data-binding",2008,"","… -of-the-modelviewviewmodel-mvvm …","","https://scholar.google.com/scholar?cites=400612628905171883&as_sdt=2005&sciodt=2007&hl=en",103,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.13,2,1,15,"","","https://scholar.google.com/scholar?q=related:q5ttPhBDjwUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Sharma","Why to choose MVVM over MVP–Android Architecture",,"… . jlelse. eu/why-to-choose-mvvm-over-mvp-android …","","","https://scholar.google.com/scholar?cites=8852823323912980595&as_sdt=2005&sciodt=2007&hl=en",104,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:c0ggqeiL23oJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"AA Yuzhakov, EA Vereshchagina","Research of highly organized extensible modular applications modern methods development, review and analysis of existing libraries and MVVM …",2015,"Materials of the IX Youth International Scientific …","","","https://scholar.google.com/scholar?cites=3732338306094837934&as_sdt=2005&sciodt=2007&hl=en",105,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.25,1,2,8,"","","https://scholar.google.com/scholar?q=related:rrBdJOrtyzMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"L Yunhu","The Build of N-tier Silverlight Based on the MVVM Pattern and WCF RIA Services [Z]",2010,"Zheng Tie Communication of Science and Technology","","","https://scholar.google.com/scholar?cites=12579370400788861516&as_sdt=2005&sciodt=2007&hl=en",106,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,2,1,13,"","","https://scholar.google.com/scholar?q=related:TFIVLbvmkq4J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"B Gao, S Zhang, N Yao","A Multidimensional Pivot Table Model Based on MVVM Pattern for Rich Internet Application. Computer, Consumer and Control (IS3C)",,"2012 International Symposium on, 2012. IEEE, 24","","","https://scholar.google.com/scholar?cites=18409550237903313301&as_sdt=2005&sciodt=2007&hl=en",107,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.00,1,3,,"","","https://scholar.google.com/scholar?q=related:lVnvRGfce_8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"Y Lin","Application of MVVM design pattern and MVP design pattern based on ZK. J. Chongqing Univ. Arts Sci",2010,"Nat. Sci. Ed","","","https://scholar.google.com/scholar?cites=12345645642791796360&as_sdt=2005&sciodt=2007&hl=en",108,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,2,1,13,"","","https://scholar.google.com/scholar?q=related:iD50VU2LVKsJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"B Brumfield, G Cox, D Hill, B Noyes, M Puleo, K Shifflet","Developer's Guide to Microsoft Prism 4: Building Modulare MVVM Applications with Windows Presentation Foundation and Microsoft Silverlight",2010,"","Microsoft Press Redmond","","https://scholar.google.com/scholar?cites=195693499449505677&as_sdt=2005&sciodt=2007&hl=en",109,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,0,6,13,"","","https://scholar.google.com/scholar?q=related:jXeKbzM-twIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"JB Yi","Research on WEB Front-end Framework Based on MVVM Pattern",2016,"Young, J. Information And Computers","","","https://scholar.google.com/scholar?cites=60368477609834919&as_sdt=2005&sciodt=2007&hl=en",110,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.29,2,1,7,"","","https://scholar.google.com/scholar?q=related:p7mQf8941gAJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"V Rock","Using MVVM for enhanced cross platform development ofmobile and desktop application",2015,"","Master's Thesis","","https://scholar.google.com/scholar?cites=14401173277560779835&as_sdt=2005&sciodt=2007&hl=en",111,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.25,2,1,8,"","","https://scholar.google.com/scholar?q=related:O7Tblcs-28cJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"Y Feng, NJ Chen","Scheme of Mobile Web Front-end Display Based on MVVM Framework [J]",2014,"Computer &Modernization","","","https://scholar.google.com/scholar?cites=14576163792872366312&as_sdt=2005&sciodt=2007&hl=en",112,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.22,1,2,9,"","","https://scholar.google.com/scholar?q=related:6GAR5r3vSMoJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"B Laurent","MVVM: Multithreading and Dispatching in MVVM Applications",2014,"MSDN Magazine","","","https://scholar.google.com/scholar?cites=5900861264828017090&as_sdt=2005&sciodt=2007&hl=en",115,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.22,2,1,9,"","","https://scholar.google.com/scholar?q=related:wqnvZg4S5FEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"P Wang","Research and analysis of MVVM framework based on Vue",2019,"Computer Knowledge and Technology","","","https://scholar.google.com/scholar?cites=234766013884849976&as_sdt=2005&sciodt=2007&hl=en",116,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.50,2,1,4,"","","https://scholar.google.com/scholar?q=related:ON_wHnIOQgMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"J Morrison, M Schmidt","IOS Design Patterns: MVC and MVVM",2014,"","CapTech","","https://scholar.google.com/scholar?cites=8341833272735056832&as_sdt=2005&sciodt=2007&hl=en",117,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.22,1,2,9,"","","https://scholar.google.com/scholar?q=related:wEPoJColxHMJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"M Martin","MVC vs MVVM: Key Differences with Examples",2022,"Guru99. Recuperado","","","https://scholar.google.com/scholar?cites=5842654810784927820&as_sdt=2005&sciodt=2007&hl=en",118,"2023-02-26 07:52:24","CITATION","","","",,,,,2,2.00,2,1,1,"","","https://scholar.google.com/scholar?q=related:TBAQPphHFVEJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"MEL Omari, M Erramdani, A Rhouati","Getting Model of MVVM Pattern from UML Profile.",2020,"Int. J. Recent Contributions Eng. Sci. IT","","","https://scholar.google.com/scholar?cites=7401386416574791156&as_sdt=2005&sciodt=2007&hl=en",119,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.67,1,3,3,"","","https://scholar.google.com/scholar?q=related:9H1XTbsBt2YJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"H Saleh","MVVM architecture, ViewModel and LiveData Part 1. Retrieved December 6, 2018",2017,"","","","https://scholar.google.com/scholar?cites=9013684794186197256&as_sdt=2005&sciodt=2007&hl=en",120,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.33,2,1,6,"","","https://scholar.google.com/scholar?q=related:COnOUpAKF30J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"S Koirala","Comparison of Architecture patterns MVP (SC), MVP (PV), PM, MVVM and MVC",2010,"","","","https://scholar.google.com/scholar?cites=15283675256572022328&as_sdt=2005&sciodt=2007&hl=en",121,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,2,1,13,"","","https://scholar.google.com/scholar?q=related:OA5nYquFGtQJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"J Jurisic","Architecting Android with Data Binding and MVVM in mind",,"Medium","","","https://scholar.google.com/scholar?cites=3391703922703642239&as_sdt=2005&sciodt=2007&hl=en",122,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.00,2,1,,"","","https://scholar.google.com/scholar?q=related:f64MaL_AES8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"V IVANOV","Going with MVVM on Android via Data Binding",2015,"Cases. azoft. com","","","https://scholar.google.com/scholar?cites=14427450548306562400&as_sdt=2005&sciodt=2007&hl=en",123,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.25,2,1,8,"","","https://scholar.google.com/scholar?q=related:YM1TctWZOMgJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"D Cheng, S Shuhui","Front-end application of mvvm design pattern",2019,"Computer knowledge and technology","","","https://scholar.google.com/scholar?cites=5024013231802578236&as_sdt=2005&sciodt=2007&hl=en",124,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.50,1,2,4,"","","https://scholar.google.com/scholar?q=related:PHV0fGrhuEUJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Kay","Ext js 5: Mvc, mvvm and more",2014,"","","","https://scholar.google.com/scholar?cites=9905303547355708634&as_sdt=2005&sciodt=2007&hl=en",125,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.22,2,1,9,"","","https://scholar.google.com/scholar?q=related:2ryNhBi1dokJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"J Joel","MVVM vs MVP vs MVC: The differences explained",2011,"","","","https://scholar.google.com/scholar?cites=2462803013478700438&as_sdt=2005&sciodt=2007&hl=en",126,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.17,2,1,12,"","","https://scholar.google.com/scholar?q=related:ltUo0kqiLSIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"Z Krzysztof","Good iOS Application Architecture: MVVM vs",2017,"MVC vs. VIPER, May","","","https://scholar.google.com/scholar?cites=2473552238898821717&as_sdt=2005&sciodt=2007&hl=en",127,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.33,2,1,6,"","","https://scholar.google.com/scholar?q=related:Vbrv5KfSUyIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"HQ WANG, ZY ZHU","Research on Web Development Based on the MVVM [J]",2019,"Journal of Heze University","","","https://scholar.google.com/scholar?cites=1304657545136003273&as_sdt=2005&sciodt=2007&hl=en",128,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.50,1,2,4,"","","https://scholar.google.com/scholar?q=related:yVhd-x8TGxIJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"V Dajbych","MVVM: Model-View-ViewModel. dajbych. net",2009,"","Online","","https://scholar.google.com/scholar?cites=11018213023624929908&as_sdt=2005&sciodt=2007&hl=en",129,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.14,2,1,14,"","","https://scholar.google.com/scholar?q=related:dCK_NF6O6JgJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"L Li","Analysis and application of MVVM pattern. Microcomput. Appl. 12, 19 (2012)",2012,"","","","https://scholar.google.com/scholar?cites=10833608951436382409&as_sdt=2005&sciodt=2007&hl=en",130,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.18,2,1,11,"","","https://scholar.google.com/scholar?q=related:yZDbQfG1WJYJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"P Patterns","MVC, MVP, PM, MVVM",2012,"Manoj Jaggavarapu [online]","","","https://scholar.google.com/scholar?cites=17087950000262043366&as_sdt=2005&sciodt=2007&hl=en",131,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.18,2,1,11,"","","https://scholar.google.com/scholar?q=related:5lZBSf2XJO0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"E Sørensen, MI Mihailesc","Model-View-ViewModel (MVVM) Design Pattern using Windows",2010,"… of Southern Denmark, Computer Engineering, Odense …","","","https://scholar.google.com/scholar?cites=6911227285483745595&as_sdt=2005&sciodt=2007&hl=en",132,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.15,1,2,13,"","","https://scholar.google.com/scholar?q=related:O_E-UZmc6V8J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"R Mishra","MVVM (Model-View-ViewModel) Architecture Pattern in Android",2021,"Preuzeto","","","https://scholar.google.com/scholar?cites=3001283484965668202&as_sdt=2005&sciodt=2007&hl=en",134,"2023-02-26 07:52:24","CITATION","","","",,,,,2,1.00,2,1,2,"","","https://scholar.google.com/scholar?q=related:agWgl22zpikJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"A Harbade","iOS design patterns-Part 1 (MVC, MVP, MVVM)",2017,"Dostopno na: https://medium. com/swlh/ios-design …","","","https://scholar.google.com/scholar?cites=3298519189060630880&as_sdt=2005&sciodt=2007&hl=en",136,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.33,2,1,6,"","","https://scholar.google.com/scholar?q=related:YLnE5Lmxxi0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"M Spindler","Razvoj namiznih aplikacij v WPF z arhitekturnim vzorcem MVVM in ogrodjem MEF",2011,"","core.ac.uk","https://core.ac.uk/download/pdf/67549907.pdf","https://scholar.google.com/scholar?cites=11606629277386048830&as_sdt=2005&sciodt=2007&hl=en",142,"2023-02-26 07:52:24","PDF","","","",,,,,2,0.17,2,1,12,"… Razvoj namiznih aplikacij v WPF z arhitekturnim vzorcem MVVM in ogrodjem MEF … Razvoj namiznih aplikacij v WPF z arhitekturnim vzorcem MVVM in ogrodjem MEF …","https://core.ac.uk/download/pdf/67549907.pdf","https://scholar.google.com/scholar?q=related:PoU-TtUHE6EJ:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
2,"F NUNES","Android MVC x MVP x MVVM qual Pattern utilizar—Parte 1. 2017",2019,"","","","https://scholar.google.com/scholar?cites=15938595340220797691&as_sdt=2005&sciodt=2007&hl=en",307,"2023-02-26 07:52:24","CITATION","","","",,,,,2,0.50,2,1,4,"","","https://scholar.google.com/scholar?q=related:-5KOAAREMd0J:scholar.google.com/&scioq=intitle:mvvm&hl=en&as_sdt=2007"
